channel,longitude,latitude,elevation
1,18.376949583139734,42.51683169115608,0.0
2,18.376996818473128,42.51694525974011,0.0
3,18.377014747088335,42.51704390617994,0.0
4,18.377014747088335,42.51704390617994,0.0
5,18.377014747088335,42.51704390617994,0.0
6,18.377014747088335,42.51704390617994,0.0
7,18.377014747088335,42.51704390617994,0.0
8,18.377014747088335,42.51704390617994,0.0
9,18.377014747088335,42.51704390617994,0.0
10,18.377014747088335,42.51704390617994,0.0
11,18.377014747088335,42.51704390617994,0.0
12,18.377014747088335,42.51704390617994,0.0
13,18.376895125279503,42.5170725352273,0.0
14,18.37677550867027,42.51710118600034,0.0
15,18.376655892057787,42.51712983675981,0.0
16,18.376536275442543,42.517158487507736,0.0
17,18.376416658824162,42.51718713824259,0.0
18,18.376297042202783,42.51721578896491,0.0
19,18.37617742557863,42.51724443967564,0.0
20,18.376057808951117,42.51727309037239,0.0
21,18.37593819232084,42.517301741057544,0.0
22,18.37581857568754,42.51733039173011,0.0
23,18.375698959051135,42.5173590423897,0.0
24,18.375580053822578,42.517390453307605,0.0
25,18.37546149442399,42.51742320493348,0.0
26,18.375342935205957,42.51745595721307,0.0
27,18.375224375983553,42.51748870947685,0.0
28,18.375105816756452,42.517521461723625,0.0
29,18.374987257525266,42.51755421395563,0.0
30,18.374868698289287,42.51758696617027,0.0
31,18.374868698289287,42.51758696617027,0.0
32,18.374868698289287,42.51758696617027,0.0
33,18.374750139049038,42.517619718369474,0.0
34,18.374750139049038,42.517619718369474,0.0
35,18.374750139049038,42.517619718369474,0.0
36,18.374750139049038,42.517619718369474,0.0
37,18.374750139049038,42.517619718369474,0.0
38,18.374631579804472,42.51765247055304,0.0
39,18.37451302055516,42.5176852227194,0.0
40,18.374394461301762,42.51771797487098,0.0
41,18.374275519184966,42.517749305096885,0.0
42,18.374156505878688,42.5177803668568,0.0
43,18.37403749256878,42.51781142860278,0.0
44,18.373918479254737,42.517842490332946,0.0
45,18.37379946593719,42.517873552049686,0.0
46,18.373680452615677,42.51790461375122,0.0
47,18.37356143929036,42.51793567543819,0.0
48,18.373442425961503,42.5179667371116,0.0
49,18.373323412628423,42.517997798768796,0.0
50,18.373204399291836,42.5180288604126,0.0
51,18.373085454046212,42.518060174965655,0.0
52,18.372965904360587,42.51808902969815,0.0
53,18.37284630680837,42.51811775973833,0.0
54,18.372726742504213,42.518146628010584,0.0
55,18.372607179118226,42.518175500085874,0.0
56,18.372487615729224,42.51820437214868,0.0
57,18.37236805233733,42.518233244199486,0.0
58,18.372248488942056,42.51826211623632,0.0
59,18.372129713060275,42.518293934733826,105.4111158447391
60,18.372010703758292,42.51832499222279,105.40970840213544
61,18.3718914935911,42.518355289407296,105.0
62,18.371771535496368,42.51838238781719,105.66816427700154
63,18.371651491341947,42.51840914302662,96.30182023894429
64,18.371532773864438,42.518441213858104,33.05617220608143
65,18.371412685176033,42.51846655232119,104.41716411918227
66,18.37128972671868,42.51846867917324,102.75732728377523
67,18.371166730231767,42.518467750367414,28.916168538658738
68,18.371043753295847,42.518466896629256,99.00776291620835
69,18.370920810781772,42.518470627942264,99.58106608972061
70,18.370797841627255,42.518473365321036,38.798148528032364
71,18.37067490195571,42.518469968044414,102.47489515172781
72,18.3705519113243,42.51847002503114,103.3544740145646
73,18.37042896422968,42.51847347013596,103.97324329272664
